gt_track_id,on_mat,on_mat_pct,in_blueprint_pct,in_quad_pct,gt_matched_frames,coverage_clip_pct,coverage_presence_pct,low_confidence,median_box_area,seg_index,frame_start,frame_end,n_frames,tracklet_id,tracklet_purity,tracklet_total_matched,d1_node_id,d1_segment_type,d1_capacity,in_group_span,group_gt_box_iou,person_id,canonical_person_id,agrees_with_canonical,failure_mode
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,0,0,104,106,t2,0.7125,1666.0,G:0-104:carrier=t2:d=none:n=t17,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,1,105,105,1,t17,1.0,1.0,T:t17,,,False,,p0002,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,2,106,106,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,3,107,119,13,t2,0.7125,1666.0,G:106-119:carrier=t2:d=t17:n=t21,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,4,120,120,1,t21,1.0,1.0,T:t21,,,False,,p0002,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,5,121,121,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,6,122,155,34,t2,0.7125,1666.0,G:121-362:carrier=t2:d=t21:n=t49,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,7,156,156,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,8,157,346,190,t2,0.7125,1666.0,G:121-362:carrier=t2:d=t21:n=t49,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,9,347,348,2,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,10,349,362,14,t2,0.7125,1666.0,G:121-362:carrier=t2:d=t21:n=t49,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,11,363,368,6,t2,0.7125,1666.0,T:t2:s5:363-403,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,12,369,369,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,13,370,378,9,t2,0.7125,1666.0,T:t2:s5:363-403,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,14,379,379,1,t49,0.0833,12.0,T:t49,SOLO,1.0,False,,p0002,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,15,380,391,12,t2,0.7125,1666.0,T:t2:s5:363-403,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,16,392,392,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,17,393,403,11,t2,0.7125,1666.0,T:t2:s5:363-403,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,18,404,445,42,t2,0.7125,1666.0,G:404-488:carrier=t2:d=t51:n=t62,GROUP,2.0,True,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,19,446,447,2,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,20,448,452,5,t2,0.7125,1666.0,G:404-488:carrier=t2:d=t51:n=t62,GROUP,2.0,True,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,21,453,453,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,22,454,488,35,t2,0.7125,1666.0,G:404-488:carrier=t2:d=t51:n=t62,GROUP,2.0,True,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,23,489,562,74,t2,0.7125,1666.0,T:t2:s7:489-567,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,24,563,566,4,t62,0.1176,34.0,T:t62,SOLO,1.0,False,,p0006,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,25,567,567,1,t2,0.7125,1666.0,T:t2:s7:489-567,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,26,568,625,58,t2,0.7125,1666.0,G:568-625:carrier=t2:d=t62:n=t81,GROUP,2.0,True,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,27,626,672,47,t2,0.7125,1666.0,T:t2:s9:626-672,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,28,673,682,10,t2,0.7125,1666.0,G:673-682:carrier=t2:d=t81:n=t81_s2,GROUP,2.0,True,0.2817,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,29,683,698,16,t2,0.7125,1666.0,G:683-711:carrier=t2:d=t81_s1:n=t86,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,30,699,699,1,t81,0.0169,59.0,,,,False,,p0006,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,31,700,711,12,t2,0.7125,1666.0,G:683-711:carrier=t2:d=t81_s1:n=t86,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,32,712,718,7,t86,0.9375,16.0,T:t86,,,False,,p0005,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,33,719,719,1,t2,0.7125,1666.0,T:t2:s12:712-894,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,34,720,727,8,t86,0.9375,16.0,T:t86,,,False,,p0005,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,35,728,729,2,t2,0.7125,1666.0,T:t2:s12:712-894,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,36,730,730,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,37,731,926,196,t88,1.0,491.0,G:731-1041:carrier=t88:d=none:n=t110,,,False,,,p0001,,d4_unassigned
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,38,927,928,2,t2,0.7125,1666.0,G:895-1264:carrier=t2:d=t102:n=t135,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,39,929,978,50,t88,1.0,491.0,G:731-1041:carrier=t88:d=none:n=t110,,,False,,,p0001,,d4_unassigned
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,40,979,981,3,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,41,982,1002,21,t88,1.0,491.0,G:731-1041:carrier=t88:d=none:n=t110,,,False,,,p0001,,d4_unassigned
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,42,1003,1003,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,43,1004,1041,38,t88,1.0,491.0,G:731-1041:carrier=t88:d=none:n=t110,,,False,,,p0001,,d4_unassigned
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,44,1042,1042,1,t88,1.0,491.0,T:t88:s1:1042-1042,,,False,,p0010,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,45,1043,1048,6,t88,1.0,491.0,G:1043-1148:carrier=t88:d=t110:n=t122,,,False,,p0005,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,46,1049,1049,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,47,1050,1148,99,t88,1.0,491.0,G:1043-1148:carrier=t88:d=t110:n=t122,,,False,,p0005,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,48,1149,1149,1,t88,1.0,491.0,T:t88:s3:1149-1149,,,False,,p0005,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,49,1150,1150,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,50,1151,1151,1,t88,1.0,491.0,G:1150-1234:carrier=t88:d=t122:n=none,,,False,,p0005,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,51,1152,1152,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,52,1153,1167,15,t88,1.0,491.0,G:1150-1234:carrier=t88:d=t122:n=none,,,False,,p0005,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,53,1168,1168,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,54,1169,1194,26,t88,1.0,491.0,G:1150-1234:carrier=t88:d=t122:n=none,,,False,,p0005,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,55,1195,1196,2,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,56,1197,1211,15,t88,1.0,491.0,G:1150-1234:carrier=t88:d=t122:n=none,,,False,,p0005,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,57,1212,1212,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,58,1213,1234,22,t88,1.0,491.0,G:1150-1234:carrier=t88:d=t122:n=none,,,False,,p0005,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,59,1235,1255,21,t2,0.7125,1666.0,G:895-1264:carrier=t2:d=t102:n=t135,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,60,1256,1256,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,61,1257,1264,8,t2,0.7125,1666.0,G:895-1264:carrier=t2:d=t102:n=t135,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,62,1265,1278,14,t2,0.7125,1666.0,T:t2:s14:1265-1577,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,63,1279,1279,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,64,1280,1305,26,t2,0.7125,1666.0,T:t2:s14:1265-1577,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,65,1306,1307,2,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,66,1308,1501,194,t2,0.7125,1666.0,T:t2:s14:1265-1577,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,67,1502,1506,5,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,68,1507,1576,70,t2,0.7125,1666.0,T:t2:s14:1265-1577,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,69,1577,1577,1,t135,0.0047,214.0,T:t135,SOLO,1.0,False,,p0003,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,70,1578,1578,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,71,1579,1587,9,t2,0.7125,1666.0,G:1578-1587:carrier=t2:d=t135:n=t161,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,72,1588,1611,24,t2,0.7125,1666.0,T:t2:s16:1588-1648,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,73,1612,1612,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,74,1613,1623,11,t2,0.7125,1666.0,T:t2:s16:1588-1648,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,75,1624,1624,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,76,1625,1626,2,t2,0.7125,1666.0,T:t2:s16:1588-1648,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,77,1627,1631,5,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,78,1632,1648,17,t2,0.7125,1666.0,T:t2:s16:1588-1648,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,79,1649,1712,64,t2,0.7125,1666.0,G:1649-1716:carrier=t2:d=t161:n=t165,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,80,1713,1713,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,81,1714,1715,2,t2,0.7125,1666.0,G:1649-1716:carrier=t2:d=t161:n=t165,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,82,1716,1716,1,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,83,1717,1718,2,t165,0.75,4.0,T:t165,,,False,,p0003,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,84,1719,1720,2,t2,0.7125,1666.0,T:t2:s18:1717-1735,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,85,1721,1721,1,t165,0.75,4.0,T:t165,,,False,,p0003,p0001,False,present_misattributed
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,86,1722,1735,14,t2,0.7125,1666.0,T:t2:s18:1717-1735,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,87,1736,1741,6,t2,0.7125,1666.0,G:1736-1763:carrier=t2:d=t165:n=none,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,88,1742,1753,12,,,,,,,False,,,p0001,,stage_a_no_detection
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,89,1754,1756,3,t2,0.7125,1666.0,G:1736-1763:carrier=t2:d=t165:n=none,,,False,,p0001,p0001,True,present
0,True,100.0,100.0,96.8,1705,96.7,96.6,False,59795.9,90,1757,1763,7,,,,,,,False,,,p0001,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,0,0,7,9,t1,1.0,1616.0,T:t1:s0:0-8,,,False,,p0005,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,1,8,8,1,t8,1.0,1.0,T:t8,,,False,,p0010,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,2,9,9,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,3,10,137,128,t1,1.0,1616.0,G:9-137:carrier=t1:d=t8:n=t25,,,False,,p0005,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,4,138,138,1,t25,1.0,1.0,T:t25,,,False,,p0010,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,5,139,139,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,6,140,169,30,t1,1.0,1616.0,G:139-169:carrier=t1:d=t25:n=t29,,,False,,p0005,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,7,170,171,2,t1,1.0,1616.0,T:t1:s4:170-171,,,False,,p0005,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,8,172,181,10,t1,1.0,1616.0,G:172-181:carrier=t1:d=t29:n=t31,GROUP,2.0,True,,p0005,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,9,182,183,2,t1,1.0,1616.0,T:t1:s6:182-183,,,False,,p0005,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,10,184,217,34,t1,1.0,1616.0,G:184-279:carrier=t1:d=t31:n=none,GROUP,2.0,True,,p0005,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,11,218,222,5,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,12,223,225,3,t1,1.0,1616.0,G:184-279:carrier=t1:d=t31:n=none,GROUP,2.0,True,,p0005,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,13,226,226,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,14,227,253,27,t1,1.0,1616.0,G:184-279:carrier=t1:d=t31:n=none,GROUP,2.0,True,,p0005,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,15,254,255,2,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,16,256,279,24,t1,1.0,1616.0,G:184-279:carrier=t1:d=t31:n=none,GROUP,2.0,True,,p0005,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,17,280,531,252,t1,1.0,1616.0,,,,False,,,p0009,,d4_unassigned
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,18,532,532,1,t70,1.0,1.0,T:t70,,,False,,p0008,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,19,533,533,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,20,534,568,35,t1,1.0,1616.0,,,,False,,p0008,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,21,569,571,3,t71,1.0,3.0,T:t71,,,False,,p0011,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,22,572,572,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,23,573,577,5,t1,1.0,1616.0,,,,False,,p0008,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,24,578,583,6,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,25,584,584,1,t73,1.0,1.0,T:t73,,,False,,p0011,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,26,585,585,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,27,586,745,160,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,28,746,749,4,t1,1.0,1616.0,,,,False,,p0008,p0009,False,present_misattributed
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,29,750,750,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,30,751,802,52,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,31,803,803,1,t92,1.0,1.0,T:t92,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,32,804,804,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,33,805,982,178,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,34,983,984,2,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,35,985,1000,16,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,36,1001,1005,5,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,37,1006,1006,1,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,38,1007,1009,3,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,39,1010,1083,74,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,40,1084,1084,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,41,1085,1270,186,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,42,1271,1271,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,43,1272,1273,2,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,44,1274,1275,2,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,45,1276,1282,7,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,46,1283,1283,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,47,1284,1293,10,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,48,1294,1294,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,49,1295,1297,3,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,50,1298,1302,5,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,51,1303,1324,22,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,52,1325,1325,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,53,1326,1354,29,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,54,1355,1355,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,55,1356,1356,1,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,56,1357,1357,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,57,1358,1366,9,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,58,1367,1388,22,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,59,1389,1391,3,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,60,1392,1394,3,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,61,1395,1395,1,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,62,1396,1412,17,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,63,1413,1509,97,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,64,1510,1516,7,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,65,1517,1527,11,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,66,1528,1529,2,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,67,1530,1532,3,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,68,1533,1559,27,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,69,1560,1619,60,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,70,1620,1630,11,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,71,1631,1635,5,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,72,1636,1636,1,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,73,1637,1643,7,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,74,1644,1645,2,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,75,1646,1648,3,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,76,1649,1650,2,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,77,1651,1652,2,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,78,1653,1656,4,,,,,,,False,,,p0009,,stage_a_no_detection
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,79,1657,1699,43,t1,1.0,1616.0,,,,False,,p0009,p0009,True,present
1,True,100.0,100.0,3.8,1624,92.1,92.0,False,39463.9,80,1700,1702,3,,,,,,,False,,,p0009,,stage_a_no_detection
